movie_name,movie_url,movie_opening,movie_weekend,movie_first_week,movie_total_collection,movie_worlwide,movie_genre,movie_release_date & movie length,movie_banner,movie_director,movie_director_url,movie_producer,movie_moviedetails,movie_actors
Veere Di Wedding,https://www.bollywoodmdb.com/movies/veere-di-wedding/16193,: 10.70 cr,: 36.52 cr,: 56.96 cr,: 80.23 cr,: 88.64 cr,Comedy,"01 June, 2018 | 2 hrs 5 mins","Banner : Anil Kapoor Film Company, Balaji Motion Pictures",Shashanka Ghosh,https://www.bollywoodmdb.com/celebrities/shashanka-ghosh/13905,"Producer : Shobha Kapoor , Anil Kapoor, Ekta Kapoor",Four girls on their way to find true love discover that friendship this strong has its consequences.,"Star : Kareena Kapoor , Sonam Kapoor, Swara Bhaskar"
Parmanu: The Story of Pokhran,https://www.bollywoodmdb.com/movies/parmanu-the-story-of-pokhran/16344,: 4.82 cr,: 20.78 cr,: 35.41 cr,: 65.36 cr,: 70.82 cr,Action,"25 May, 2018 | 2 hrs 10 mins","Banner : Zee Studios, JA Entertainment, Kyta Productions",Abhishek Sharma,https://www.bollywoodmdb.com/celebrities/abhishek-sharma/13382,"Producer : Zee Studios , John Abraham, Kyta Productions","A look at India's second confidential nuclear test series at Pokhran lead by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.","Star : John Abraham , Diana Penty, Boman Irani"
Raazi,https://www.bollywoodmdb.com/movies/raazi/16354,: 7.53 cr,: 32.94 cr,: 56.59 cr,: 123.17 cr,: 183.87 cr,"Drama, Social, Thriller","11 May, 2018 | 2 hrs 20 mins","Banner : Dharma Productions, Junglee Pictures",Meghna Gulzar,https://www.bollywoodmdb.com/celebrities/meghna-gulzar/4641,"Positive Points: Performances, Direction, Screenplay","Based on a true event, Raazi revolves around Sehmat (Alia Bhatt), a young and simple girl whose life witnesses drastic changes when she is sent to Pakistan in 1971, to glean highly secret intelligence information from the Pakistan Army, ahead before the danger of a war between India and Pakistan looms large over both the countries.",Negative Points: Editing
102 Not Out,https://www.bollywoodmdb.com/movies/102-not-out/16072,: 3.52 cr,: 16.65 cr,: 27.70 cr,: 51.79 cr,: 77.82 cr,Comedy,"04 May, 2018 | 1 hrs 41 mins","Banner : Treetop Entertainment, Benchmark Pictures, Sony Pictures",Umesh Shukla,https://www.bollywoodmdb.com/celebrities/umesh-shukla/7579,"Positive Points: Performances, Direction, Screenplay","Aged 102, Dattatraya Vakharia (Amitabh Bachchan) is a sprightly peppy man who wants to break the record for the oldest person in the world, which was once held by a Chinese man. When he tries to find out what led the Chinese man live so long, he comes to know that he never had company of boring things or people. When Dattatraya looks around, the only boring person he finds in his house is his 75-year-old son Babulal Vakharia (Rishi Kapoor). ... full 102 Not Out Review",Negative Points: None
Omerta,https://www.bollywoodmdb.com/movies/omerta/16259,: 0.54 cr,: 2.63 cr,: 3.63 cr,: 3.63 cr,: 4 cr,Drama,"04 May, 2018 | 1 hrs 38 mins",Banner : Swiss Entertainment Pvt. Ltd.,Hansal Mehta,https://www.bollywoodmdb.com/celebrities/hansal-mehta/4454,"Positive Points: Performances, Direction","The film revolves around the journey of well-educated British terrorist Omar Sheikh (Rajkummar Rao) and how he became what he was for the world, a perpetrator booked for his involvement in the terror strike of 9/11, kidnapping and murdering American journalist Daniel Pearl? The film very ingeniously sheds light on various aspects of his life.",Negative Points: Pace
Nanu Ki Jaanu,https://www.bollywoodmdb.com/movies/nanu-ki-jaanu/16392,: 0.75 cr,: 3.10 cr,: 4 cr,: 4.09 cr,: ---,Comedy,"20 April, 2018 | 2 hrs 13 mins","Banner : Inbox Pictures Pvt. Ltd., PVR Pictures",Faraz Haider,https://www.bollywoodmdb.com/celebrities/faraz-haider/30252,"Positive Points: Dialogues, Performance by Abhay Deol",Nanu (Abhay Deol) is a land mafia who illegally grabs people's property with the help of his friends. But his life witnesses a 360 degree change after he takes an injured girl (Patralekha) to hospital. Some unusually inexplicable things start happening with him and soon he realizes that he is not the only one living in his flat. There is an uninvited guest also.,"Negative Points: Story, Editing"
October,https://www.bollywoodmdb.com/movies/october/16370,: 5.04 cr,: 20.25 cr,: 30.24 cr,: 45.36 cr,: 54.23 cr,"Drama, Romance","13 April, 2018 | 1 hrs 56 mins","Banner : Rising Sun Films, Kino Works",Shoojit Sircar,https://www.bollywoodmdb.com/celebrities/shoojit-sircar/5085,"Positive Points: Performances, Direction","Dan (Varun Dhawan), who is always lost in his own world, is a hotel management intern at one of the five star hotels in Delhi. Most of his college friends, including Shiuli Iyer (Banita Sandhu), are also interning at the same hotel. It was the New Year eve when something unexpected happens and Shiuli ends up in hospital, fighting for her dear life. Shiuli's condition changes Dan's whole life forever thereupon. What happens next, you can find out by watching the ... full October Review",Negative Points: Nothing
Blackmail,https://www.bollywoodmdb.com/movies/raita/16311,: 2.81 cr,: 11.22 cr,: 16.92 cr,: 19.11 cr,: 28.6 cr,Comedy,"06 April, 2018 | 2 hrs 19 mins","Banner : T-Series Super Cassettes Industries Ltd., RDP Motion Pictures",Abhinay Deo,https://www.bollywoodmdb.com/celebrities/abhinay-deo/24196,"Positive Points: Performances, Script, Screenplay","As the name suggests itself, Blackmail is all about blackmails. Dev Kaushal (Irrfan Khan) is a middle-aged, middle-class man who works in a private company run by DK (Omi Vaidya). Everything is hunky-dory in his world until, on an unfortunate evening, he returns home early and finds his wife Reena (Kirti Kulhari) with another man Ranjit (Arunoday Singh). Instead of confronting his wife and her lover, he decides ... full Blackmail Review",Negative Points: Second-half could have been trimmed better
Baaghi 2,https://www.bollywoodmdb.com/movies/baaghi-2/16289,: 25.10 cr,: 73.10 cr,: 112.85 cr,: 165.50 cr,: 251.31 cr,"Action, Romance","30 March, 2018 | 2 hrs 25 mins","Banner : Nadiadwala Grandson Entertainment, Fox Star Studios",Ahmed Khan,https://www.bollywoodmdb.com/celebrities/ahmed-khan/4219,"Positive Points: Action, Performances, Background Score","Ranveer Pratap Singh aka Ronny (Tiger Shroff) is an army officer with a past. He is posted in Kashmir when, on a tumultuous day, he receives a message from ex-girlfriend Neha (Disha Patani) who is now married to a business (Darshan Kumar). Ronny packs his bags and lands in Goa to meet her, where she tells him about the kidnapping of her 3-year-old daughter. Neha implores Ronny to help her find her daughter. ... full Baaghi 2 Review",Negative Points: Story and Screenplay
Hichki,https://www.bollywoodmdb.com/movies/hichki/16300,: 3.30 cr,: 15.35 cr,: 26.10 cr,: 46.17 cr,: 75.76 cr,"Drama, Social","23 March, 2018 | 2 hrs 20 mins",Banner : Yash Raj Films,Siddharth P Malhotra,https://www.bollywoodmdb.com/celebrities/siddharth-p-malhotra/34864,"Positive Points: Performances, Direction, Screenplay, Dialogues","Inspired by the 2008 film Front of the Class, which was based on the book of the same name, Hichki revolves around Naina Mathur, a woman with Tourette syndrome. She has only one dream in life - to become a teacher. However, no prestigious school wants to take onboard a teacher having Tourette syndrome. Naina has never been the woman who gives up so easily. Coming from a dysfunctional family, she knows how to face ... full Hichki Review",Negative Points: Story
Raid,https://www.bollywoodmdb.com/movies/raid/16374,: 10.04 cr,: 41.01 cr,: 63.05 cr,: 101.54 cr,: 142.73 cr,"Crime, Thriller","16 March, 2018 | 2 hrs 8 mins","Banner : T-Series Super Cassettes Industries Ltd., Panorama Studios",Rajkumar Gupta,https://www.bollywoodmdb.com/celebrities/rajkumar-gupta/9615,"Positive Points: Performances, Direction, Screenplay, Dialogues","Raid is inspired from some real-life incidents which led to one of the most high-profile Income Tax raids in India. Amay Patnaik (Ajay Devgn) is an honest Income Tax Officer who loves his wife Malini (Ileana D'Cruz) unconditionally. But more than his wife, he loves his job and all the responsibilities which come attached with it. Amay can go to any extent when it comes to nabbing the collar of those powerful people ... full Raid Review",Negative Points: Editing
Hate Story IV,https://www.bollywoodmdb.com/movies/hate-story-4/16263,: 3.76 cr,: 12.57 cr,: 20.04 cr,: 20.04 cr,: 26 cr,Thriller,"09 March, 2018 | 2 hrs 11 mins",Banner : T-Series Super Cassettes Industries Ltd.,Vishal Pandya,https://www.bollywoodmdb.com/celebrities/vishal-pandya/22562,"Positive Points: Music, Cinematography, Locations",Rajveer Khurana (Karan Wahi) is a well-known fashion photographer in London while his elder brother Aryan Khurana (Vivan Bhatena) is into advertising business. They are the sons of politician Vikram Khurana (Gulshan Grover) who is set to contest the election to the post of Mayor of London. Aryan and his girlfriend (Ihana Dhillon) are looking for a fresh face for their upcoming advertising campaign. ... full Hate Story IV Review,"Negative Points: Story, Execution, Performances, Dialogues"
Pari,https://www.bollywoodmdb.com/movies/pari/16323,: 4.36 cr,: 15.34 cr,: 22.75 cr,: 22.75 cr,: 40.31 cr,Horror,"02 March, 2018 | 2 hrs 17 mins","Banner : Clean Slate Films, KriArj Entertainment, Kyta Productions",Prosit Roy,https://www.bollywoodmdb.com/celebrities/prosit-roy/34989,"Positive points: Screenplay, Performances, Direction and Cinematography.","Ruksana aka Pari (Anushka Sharma) meets Arnab (Parambrata Chatterjee) after he accidentally kills her mother. Her mother used to be an exorcist and Ruksana too is a devilish girl which Arnab has no clue about. After her mother’s death, Ruksana starts living with Arnab as he finds himself guilty for killing her mother. The only motive of the demons of the exorcist society wherein Ruksana belongs is to grow their ... full Pari Review",Negative Points: Over the top loud sound effects
Welcome To New York,https://www.bollywoodmdb.com/movies/boom-boom-in-new-york/16432,: 01.00 cr,: 03.00 cr,: 03.00 cr,: 03.00* cr,: 4 cr,Comedy,"23 February, 2018 | 2 hrs 4 mins","Banner : Pooja Entertainment India Ltd., WIZ Films",Chakri Toleti,https://www.bollywoodmdb.com/celebrities/chakri-toleti/35062,"Positive Points: Performances by Diljit Dosanjh, Lara Dutta, and Boman Irani","The movie revolves around two people, Jeenal Patel (Sonakshi Sinha) from Gujarat and Teji Singh (Diljit Dosanjh) from Punjab, and the IIFA Awards 2017. Jeenal and Teji get selected as the winners of a talent hunt that is held by IIFA and they both win a chance to get a visit to the award function which is being held in New York. Jeenal is a fashion designer while Teji is an aspiring ... full Welcome To New York Review","Negative Points: Story, Screenplay, Direction"
Sonu Ke Titu Ki Sweety,https://www.bollywoodmdb.com/movies/luv-ranjan-bhushan-kumar-s-next/16256,: 6.42 cr,: 26.57 cr,: 45.94 cr,: 108.71 cr,: 148.48 cr,Comedy,"23 February, 2018 | 2 hrs 20 mins","Banner : Luv Films, T-Series",Luv Ranjan,https://www.bollywoodmdb.com/celebrities/luv-ranjan/25277,"Positive Points: Performances, Direction, Dialogues, Cinematography","Titu (Sunny Singh) and Sonu (Kartik Aaryan) are best of friends who are inseparable. However, their envious friendship is put to test when Sweety (Nushrat Bharucha), who works for an NGO, enters their lives. After getting dumped by his girlfriend of many years, Titu decides to settle down with Sweety as she comes across as a perfect, marriage material woman he ... full Sonu Ke Titu Ki Sweety Review",Negative Points: Relies a little too much on the usual quota of jokes
Aiyaary,https://www.bollywoodmdb.com/movies/aiyaary/16313,: 3.36 cr,: 11.70 cr,: 16.14 cr,: 17.79 cr,: 29.23 cr,"Action, Thriller","16 February, 2018 | 2 hrs 40 mins","Banner : Reliance Entertainment, A Friday Filmworks, Plan C Studios",Neeraj Pandey,https://www.bollywoodmdb.com/celebrities/neeraj-pandey/24309,"Positive Points: Screenplay, Performances, Direction","Major Jai Bakshi (Sidharth Malhotra), who works for a Special Covert Team of Indian Army, gets his hands on some very sensitive information about some big and powerful people sitting in power and army. The information, if gets leaked, can shake people's faith in the Indian Army and tarnish its image forever. No one exactly knows that where has Jay gone and what will he do with the information. ... full Aiyaary Review","Negative Points: Slow First Half, Editing"
Pad Man,https://www.bollywoodmdb.com/movies/padman/16278,: 10.26 cr,: 40.05 cr,: 62.87 cr,: 80 cr,: 120.56 cr,Social,"09 February, 2018 | 2 hrs 20 mins","Banner : Mrs Funnybones Movies, KriArj Entertainment, Hope Productions",R. Balki,https://www.bollywoodmdb.com/celebrities/r-balki/12359,"Positive Points: Performances, Direction, Writing","Inspired from the life of Arunachalam Muruganantham, a Tamil Nadu-based social activist who created a low-cost sanitary napkins machine for rural women in India, Pad Man revolves around Laxmikant (Akshay Kumar), a simple, unlettered but innovative man living in a small village on the bank of river Narmada in Madhya Pradesh. He has just married Gayatri (Radhika Apte) and loves her unconditionally. Everything is hunkydory in ... full Pad Man Review",Negative Points: Editing
Padmaavat,https://www.bollywoodmdb.com/movies/padmavati/16249,: 24 cr,: 114 cr,: 166.50 cr,: 300.26 cr,: 585 cr,"Historical, Drama, Action","25 January, 2018 | 2 hrs 43 mins","Banner : Viacom18 Motion Pictures, Bhansali Productions",Sanjay Leela Bhansali,https://www.bollywoodmdb.com/celebrities/sanjay-leela-bhansali/614,"Positive Points: Direction, Screenplay, Dialogues, Costumes, Sets","Padmaavat is based on Sufi poet Malik Muhammad Jayasi’s epic poem of the same name. The film starts off in Afghanistan where Jalaluddin Khilji (Raza Murad) is dreaming of dethroning the current king of Delhi Sultanate and become the new Sultan. His nephew and son-in-law Alauddin Khilji (Ranveer Singh) helps him fulfill his coveted dream but over ambitious Alauddin has his own wicked plans in store. Soon, he ... full Padmaavat Review","Negative Points: Story, CGI"
1921,https://www.bollywoodmdb.com/movies/1921/16349,: 1.56 cr,: 6.45 cr,: 11.58 cr,: 15.67 cr,: 23.40 cr,Horror,"12 January, 2018 | 2 hrs 24 mins","Banner : Reliance Entertainment, Motion Picture Capital",Vikram Bhatt,https://www.bollywoodmdb.com/celebrities/vikram-bhatt/5243,"Positive Points: Performances, Direction, Music, Cinematography, Background Score","Impressed by a musical performance of one of his staffs’ son, Ayush (Karan Kundra) on piano, hotelier Mr Wadia (Vikram Bhatt) decides to send him to London to learn music. However, the big-hearted man has a condition - that Ayush will have to stay at his sprawling Wadia Maron in York, London, and take care of the place. Ayush agrees and reaches York and enrolls himself in the York College of Music. ... full 1921 Review","Negative Points: Story, Editing, Second Half"
Kaalakaandi,https://www.bollywoodmdb.com/movies/kaalagandi/16251,: 1.25 cr,: 3.85 cr,: 5.77 cr,: 5.77 cr,: 6.5 cr,Drama,"12 January, 2018 | 1 hrs 52 mins","Banner : Cinestaan Film Company, Flying Unicorn Entertainment",Akshat Verma,https://www.bollywoodmdb.com/celebrities/akshat-verma/34691,"Positive Points: The actors, especially Saif Ali Khan",The movie revolves around the lives of 6 people in Mumbai city and is just about a one night story. Akshat Verma has tried to sum up the movie by showing what Kaalakaandi the 6 characters do and in just one night how they screw up their lives by doing things they have never done before.,Negative Points: The direction and execution
Mukkabaaz,https://www.bollywoodmdb.com/movies/mukkabaaz/16361,: 0.82 cr,: 4.04 cr,: 6.73 cr,: 8.87 cr,: 13 cr,"Drama, Sports","12 January, 2018 | 2 hrs 35 mins","Banner : Eros International, Phantom Productions, Colour Yellow Productions Pvt Ltd",Anurag Kashyap,https://www.bollywoodmdb.com/celebrities/anurag-kashyap/4210,"Positive Points: Direction, Performances, Music","Mukkabaaz is the story of boxer Shravan Singh (Vineet Kumar Singh) from Bareilly, who falls in love with Sunaina Mishra (Zoya Hussain), the niece of Bhagwan Das Mishra (Jimmy Shergill). Bhagwan Das is a crooked and powerful man, who has a lot of clout over the area. To Shravan's dismay, he is also the head of the Boxing Federation and controls all the local boxers in the city. He doesn't like Shravan at all and tries his best to throw cold water ... full Mukkabaaz Review","Negative Points: Editing, Climax"
Tiger Zinda Hai,https://www.bollywoodmdb.com/movies/tiger-zinda-hai/16234,: 34.10 cr,: 114.93 cr,: 206.04 cr,: 339.16 cr,: 558 cr,"Action, Thriller","22 December, 2017 | 2 hrs 41 mins",Banner : Yash Raj Films,Ali Abbas Zafar,https://www.bollywoodmdb.com/celebrities/ali-abbas-zafar/23837,"Positive Points: Performances, Screenplay, Direction, Action","It has been 8 years since RAW has not contacted Tiger (Salman Khan), who is currently living a peaceful life in Austria with his wife Zoya (Katrina Kaif) and son. RAW finds out his whereabouts as they need him badly to save 25 Indian nurses from the clutches of ISC that has held them as hostages at Ikrit in Iraq. ISC is spearheaded by Abu Usman (Sajjad Delafrooz), a wanted ... full Tiger Zinda Hai Review",Negative Points: None
Fukrey Returns,https://www.bollywoodmdb.com/movies/fukrey-returns/16308,: 8.10 cr,: 32.20 cr,: 50.55 cr,: 80.13 cr,: 101.78 cr,Comedy,"08 December, 2017 | 2 hrs 11 mins",Banner : Excel Entertainment,Mrigdeep Singh Lamba,https://www.bollywoodmdb.com/celebrities/mrigdeep-singh-lamba/28277,"Hunny, Choocha, Zafar, Lali and Panditji are looking out for a treasure to save their lives from Bholi Punjaban.","Negative Points: A bit stretched second half, Editing","Positive Points: Performances, Story, Dialogues, Screenplay"
Firangi,https://www.bollywoodmdb.com/movies/firangi/16292,: 1.85 cr,: 6.60 cr,: 9.50 cr,: 9.50 cr,: 10.30 cr,Comedy,"01 December, 2017 | 2 hrs 40 mins",Banner : K9 Films,Rajiev Dhingra,https://www.bollywoodmdb.com/celebrities/rajiev-dhingra/35531,"Manga wants to marry Sargi from the nearby village, but when the grandfather of the girl comes to know that he works for a British officer, he turns down the marriage proposal. How Manga convinces his girlfriend ‘s grandfather for marriage is what forms the crux of the story.","Negative Points: Editing, Story, Screenplay","Positive Points: Performances, Dialogues"
Tumhari Sulu,https://www.bollywoodmdb.com/movies/tumhari-sulu/16264,: 2.87 cr,: 12.87 cr,: 19.78 cr,: 34.14 cr,: 50.80 cr,"Comedy, Drama","17 November, 2017 | 2 hrs 20 mins","Banner : Ellipsis Entertainment, T-Series Super Cassettes Industries Ltd.",Suresh Triveni,https://www.bollywoodmdb.com/celebrities/suresh-triveni/34736,It’s the story of a simple yet full-of-life housewife Sulochana who witnesses her life taking a 360 turn when she unexpectedly lands a job of the late-night Radio Jockey at a popular radio channel in Mumbai.,Negative Points: Slow second half,"Positive Points: Performances, Dialogues, Screenplay"
Aksar 2,https://www.bollywoodmdb.com/movies/aksar-2/16355,: 0.80 cr,: 2.90 cr,: 5.30 cr,: 5.60 cr,: 11 cr,Thriller,"17 November, 2017 | 1 hrs 57 mins",Banner : Siddhi Vinayak Creations,Anant Mahadevan,https://www.bollywoodmdb.com/celebrities/anant-mahadevan/4213,"Aksar 2 basically revolves around a bunch of shrewd and cunning people who want to forge the will of an ageing woman, Khambatta, to their advantage.",Negative Points: An overstretched second half,"Positive Points: Performances, Music, Cinematography, Locations"
Qarib Qarib Singlle,https://www.bollywoodmdb.com/movies/qareeb-qareeb-single/16383,: 1.75 cr,: 8.30 cr,: 12.15 cr,: 12.15 cr,: 17 cr,"Comedy, Romance","10 November, 2017 | 2 hrs 5 mins","Banner : Jar Pictures, Zee Studios",Tanuja Chandra,https://www.bollywoodmdb.com/celebrities/tanuja-chandra/5211,Two diametrically opposite people meet on a dating app which leads to an exhilaratingly crazy and equally adventurous life-changing trip.,"Negative Points: Editing, Story, Screenplay","Positive Points: Performances, Dialogues, Locations"
Ittefaq,https://www.bollywoodmdb.com/movies/ittefaq/16298,: 4.05 cr,: 16.05 cr,: 23.65 cr,: 27.40 cr,: 51.47 cr,Thriller,"03 November, 2017 | 1 hrs 47 mins","Banner : B R Films, Dharma Productions, Red Chillies Entertainment",Abhay Chopra,https://www.bollywoodmdb.com/celebrities/abhay-chopra/6212,"What happens when two witnesses turn out to be the prime suspects in a high-profile double murder case in Mumbai? To know, watch the film.",Negative Points: At times it knowingly exploits the cliches of regular Bollywood movies.,"Positive Points: Screenplay, Direction, Performances"
Golmaal Again,https://www.bollywoodmdb.com/movies/golmaal-4/15270,: 30.14 cr,: 87.60 cr,: 136.07 cr,: 205.52 cr,: 309.37 cr,Comedy,"20 October, 2017 | 2 hrs 31 mins",Banner : Reliance Entertainment,Rohit Shetty,https://www.bollywoodmdb.com/celebrities/rohit-shetty/4858,Golmaal Again is a horror-comedy film revolving around a bunch of friends who have just come to know that the palatial house they are living in on rent is haunted by a ghost.,Negative Points: The film recycles far too many jokes and has a stunted script,"Positive Points: Performances, Direction, Cinematography, Art Direction"
Secret Superstar,https://www.bollywoodmdb.com/movies/secret-superstar/16224,: 4.80 cr,: 31.10 cr,: 41.59 cr,: 59.34 cr,: 547 cr,"Drama, Musical","19 October, 2017 | 2 hrs 30 mins","Banner : Zee Studios, Aamir Khan Productions",Advait Chandan,https://www.bollywoodmdb.com/celebrities/advait-chandan/25097,The film revolves around a Muslim girl Insia’s dreams of becoming a singer and what challenges she faces to fulfill her dreams.,Negative Points: Editing,"Positive Points: Riveting Performances, Solid Story, Taut Screenplay, Brilliant Direction"
Chef,https://www.bollywoodmdb.com/movies/chef/16170,: 1.05 cr,: 4 cr,: 5.60 cr,: 6.37 cr,: 5 cr,Drama,"06 October, 2017 | 2 hrs 13 mins",Banner : T-Series,Raja Krishna Menon,https://www.bollywoodmdb.com/celebrities/raja-krishna-menon/32744,The film revolves around a man who leaves his successful career as a Chef to connect with his life and the people who matters to him most.,Negative Points: Editing,"Positive Points: Performances, story, screenplay, direction"
Judwaa 2,https://www.bollywoodmdb.com/movies/judwaa-2/14627,: 16.10 cr,: 59.25 cr,: 98.08 cr,: 138.47 cr,: 215 cr,Comedy,"29 September, 2017 | 2 hrs 30 mins","Banner : Nadiadwala Grandson Entertainment, Fox Star Studios",David Dhawan,https://www.bollywoodmdb.com/celebrities/david-dhawan/4384,"Two twins, separated at birth, meet in their prime to protect their family from the goon who set them apart years ago.",Negative Points: Some dated jokes here and there which fail to elicit any laughter.,"Positive Points: Varun Dhawan’s Performance, Cinematography and Direction"
Newton,https://www.bollywoodmdb.com/movies/newton/16288,: 0.96 cr,: 6.90 cr,: 11.83 cr,: 22.79 cr,: 65 cr,"Comedy, Drama","22 September, 2017 | 1 hrs 47 mins","Banner : Eros International, Colour Yellow Productions Pvt Ltd, Drishyam Films",Amit Masurkar,https://www.bollywoodmdb.com/celebrities/amit-masurkar/27166,A newly recruited government employee is entrusted with the responsibility of carrying out fair election in a naxal hit area.,Negative Points: Sluggish pace of the film.,"Positive Points: Performances, dialogues and story."
Bhoomi,https://www.bollywoodmdb.com/movies/bhoomi/16260,: 2.25 cr,: 7.48 cr,: 10.28 cr,: 10.63 cr,: 15.68 cr,Drama,"22 September, 2017 | 2 hrs 15 mins","Banner : T-Series Super Cassettes Industries Ltd., Legend Studios",Omung Kumar,https://www.bollywoodmdb.com/celebrities/omung-kumar/13163,A gritty revenge story of attaining redemption of pride and justice featuring striking performances!,"Negative Points: Predictable plotline, slower first half, multiple loopholes in the storyline and film’s running time!","Positive Points: An ensemble performance by cast, cinematography, gritty action scenes and a stellar performance by Sanjay Dutt!"
Haseena Parkar,https://www.bollywoodmdb.com/movies/haseena-the-queen-of-mumbai/16088,: 1.87 cr,: 6.10 cr,: 8 cr,: 8.03 cr,: 9 cr,"Biographical, Crime","22 September, 2017 | 2 hrs 4 mins",Banner : Swiss Entertainment Pvt. Ltd.,Apoorva Lakhia,https://www.bollywoodmdb.com/celebrities/apoorva-lakhia/4198,"Haseena Parkar is based on the real-life story of Dawood Ibrahim’s sister Haseena Parkar who took the reigns of his underworld business in Mumbai, the financial capital of India.",Negative Points: Almost all actors are misfit in their roles.,Positive Points: Cinematography and art direction.
Lucknow Central,https://www.bollywoodmdb.com/movies/lucknow-central/16267,: 2.04 cr,: 8.42 cr,: 10.42 cr,: 11.20 cr,: 16.95 cr,Thriller,"15 September, 2017 | 2 hrs 27 mins","Banner : Viacom18 Motion Pictures, Emmay Entertainment Pvt. Ltd",Ranjit Tiwari,https://www.bollywoodmdb.com/celebrities/ranjit-tiwari/29193,"Inspired by the true events, the film revolves about a couple of under-trials who plan to execute a big escape from jail while being a part of a musical band.",Negative Points: Climax is a letdown.,"Positive Points: Amazing screenplay, perfect casting, riveting performances and commendable direction."
Simran,https://www.bollywoodmdb.com/movies/simran/16090,: 2.77 cr,: 10.65 cr,: 15.48 cr,: 17.26 cr,: 27.69 cr,Drama,"15 September, 2017 | 2 hrs 4 mins","Banner : T-Series Super Cassettes Industries Ltd., Karma Features Pvt. Ltd.",Hansal Mehta,https://www.bollywoodmdb.com/celebrities/hansal-mehta/4454,The bitter-sweet slice of life tale of a young girl Praful Patel who turns to gambling and robbery due to unforeseen circumstances haunting her.,Simran Negative Points: The film is a ... full Simran Review,Simran Positive Points: Kangana Ranaut’s flawless performance that enlivens Praful’s character. The undertone of the movie is kept positive and is balanced well with the downsides that reflect in the plot. The first half is fast paced and intriguing. Another interesting aspect is its unpredictable climax.
Poster Boys,https://www.bollywoodmdb.com/movies/poster-boys/16269,: 1.75 cr,: 7.25 cr,: 11.20 cr,: 12.73 cr,: 18.61 cr,Comedy,"08 September, 2017 | 2 hrs 11 mins","Banner : Sony Pictures Networks Productions, Sunny Sounds Pvt Ltd, Affluence Movies Pvt. Ltd.",Shreyas Talpade,https://www.bollywoodmdb.com/celebrities/shreyas-talpade/664,"Three men, on an eventful day, find their pictures on posters promoting ‘nasbandi’ (vasectomy). How they tackle the situation and prove they haven't undergone any operation is what forms the crux of the story.",Negative Points: Second half needed some trimming.,"Positive Points: Terrific comic timing of characters, screenplay and dialogues."
